jd_sentence_text	jd_sent_manual_label_NEW
Experience with micro services.	Experience
*Applicants are required to be eligible to lawfully work in the U.S. immediately; employer will not sponsor applicants for U.S. work authorization (such as an H-1B visa) for this opportunity.	Authorization_Clearance
Experienced and have implemented over 250 studies in more than 80 countries	Experience
"Our products and services bring innovative technology to Biotechs, Pharmaceuticals, and NGOs advancing the field of scientific discovery in dozens of countries around the world."	About_Company
We are seeking an exceptional candidate to lead and produce software for our team.	Position_Role
"Experience with Sass, Less and/or CSS Modules"	Experience
Experience with popular React.js workflows (such as Flux or Redux or Redux-Saga)	Experience
"Experience with data structure libraries (e.g., Immutable.js)"	Experience
"Knowledge of modern authorization mechanisms, such as JSON Web Token"	Skill_Knowledge
Bachelor’s degree required.	Education
"A fully comprehensive benefits program with medical, dental, vision, company paid life insurance, short and long term disability."	Benefits
Paid Time Off program that starts with 20 days of accrual per calendar year; great 401k plan with company match that is 100% vested immediately.	Benefits
Paid parental leave and other competitive benefits.	Benefits
"All qualified applicants will be considered for employment regardless of race, religion, gender, gender identity, sexual orientation, national origin, disability, age, or veteran status."	EOE
Bracket is also committed to complying with all fair employment practices regarding citizenship and immigration status.	EOE
Bachelor’s degree or equivalent professional experience	Or_Edu_Exp
Experience with Agile Sprint Management and bug tracking solutions such as JIRA	Experience
"Experience writing, updating, and modifying test scripts/tools"	Experience
"Medical, dental, vision insurance"	Benefits
Monthly gym reimbursement	Benefits
Personal travel reimbursement to promote new life and travel experiences	Benefits
"We provide equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics."	EOE
"In addition to federal law requirements, we comply with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities."	EOE
"We expressly prohibit any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status."	EOE
Improper interference with the ability of our employees to perform their job duties may result in discipline up to and including discharge.	EOE
"We're looking for a smart and talented Junior Front End Developer to join our small, but growing team."	Position_Role
"Experience writing maintainable and extensive automated unit and integration tests using frameworks/libraries such as Jest, Cypress.io, and react-testing-library."	Experience
"Excellent benefits packages that include medical, dental, and life insurance"	Benefits
401(k) with employer match	Benefits
Subsidized gym memberships (the gym is in the next building over and is paid for by your health benefit)	Benefits
"This includes working on a greenfield project and building low latency and highly available distributed services, scaling systems as we onboard new users, building APIs for programmatic integrations."	Responsibility
"We’re looking for experienced, motivated software engineers with a proven track record of building web applications and services."	Position_Role
"Master’s degree in Computer Science, or equivalent experience."	Or_Edu_Exp
Experience using Spring.	Experience
Experience testing web services.	Experience
You need 5+ years of experience in software design and development with at least 3 in mobile with a BS or MS in computer science (or related field)	Or_Edu_Exp
Experience writing testable code & unit tests	Experience
Experience with the Kotlin programming language a plus	Experience
Experience working with other mobile platforms a plus	Experience
Experience building one or more deployed consumer Android applications preferred	Experience
We’re looking for a Web Developer to join our digital marketing team.	Position_Role
"Experience with GitHub and/or Bitbucket (pull request, resolving conflicts, reviewing updates, etc.)"	Experience
"Experience with Markdown, HTML, CSS, and JavaScript (ES6)"	Experience
Experience with Image manipulation and optimization (Adobe Creative Suite experience a plus)	Experience
Experience with JIRA (issue & project tracking)	Experience
Dynatrace provides software intelligence to simplify enterprise cloud complexity and accelerate digital transformation.	About_Company
"That’s why many of the world’s largest enterprises trust Dynatrace to modernize and automate enterprise cloud operations, release better software faster, and deliver unrivaled digital experiences."	About_Company
"We offer competitive compensation, company-sponsored premium benefits, medical, dental, vacation/holidays, company matching 401(k) Plan, etc."	Benefits
Dynatrace is an equal opportunity employer and VEVRAA Federal Contractor.	EOE
"We consider all qualified applicants of diverse background and hire without regard to race, color, gender identity, religion, national origin, ancestry, citizenship, physical abilities, age, sexual orientation, veteran status, or any other characteristic protected by law."	EOE
"The Candidate, who is analytical and curious and thrives in a highly collaborative, dynamic, and social environment and demonstrates an entrepreneurial spirit and a willingness to learn and share new skills, will join a team of bright and innovative people who enjoy problem solving on a daily basis, and pride themselves on displaying a high degree of care and precision in the work."	Soft_Skills
College degree or equivalent experience or formal training 3+ years of experience; an advanced degree may be substituted for work experience.	Or_Edu_Exp
"Experience with user experience research methodologies such as card sorting, usability testing, customer interviews, surveys and focus group and collecting user data for online interfaces."	Experience
"Experience and expertise in implementing multimedia formats, such as video and podcasts and use of a digital asset management system."	Experience
Experience in contributing to a team-oriented approach to problem solving preferred and excellent written and oral communication skills are required.	Experience
Tesla is looking for a highly motivated software engineer specializing in front-end software development and creating exceptional user experiences to join the UI team.	Position_Role
"Currently pursuing a Bachelor's, Master's Degree or higher in Computer Science, or related technical field"	Education
Experience writing and shipping customer-facing code	Experience
Experience using common design patterns in the software industry	Experience
Experience building state-of-the-art user interfaces and/or acclaimed consumer facing applications	Experience
We are looking for a Senior Java Developer with 2+ years of experience to start immediately to work in a “start up” environment on the Java platform.	Position_Role
BS in Computer Science or Engineering or foreign equivalent degree in computer science	Education
2 years experience in software development or a related field.	Experience
"Location: Kennesaw, GA"	Location_Travel
Experience working for/at an ISV for SalesForce	Experience
Experience working with onshore and offshore teams.	Experience
"Bachelor's degree in Computer Science, Management Information Systems, or related field or experience"	Or_Edu_Exp
Experience with the Salesforce platform	Experience
Deloitte Services is looking for a development professional to join the Next Generation Tools CoE to enable the delivery of management reporting and technology to Global Finance Services.	Position_Role
"Experience in writing, executing, troubleshooting, and tuning SQL queries"	Experience
"ICF is looking for a junior web developer with experience developing in PHP, MySQL, HTML, JavaScript, and jQuery to develop sophisticated web applications in support of physical security automation."	Position_Role
You have worked for at least 1 year as a software developer and have a Bachelor’s Degree in a related field or 4 years of additional experience.	Or_Edu_Exp
Experience developing in an Agile environment	Experience
Protected Veterans Status/Disability Status/Sexual Orientation/Gender Identity)	EOE
"DEFINITION 6, a full-service digital agency with offices in Atlanta and New York is actively seeking a Front-End Developer who is motivated to combine the art of design with the art of programming to join our rapidly growing development team."	Position_Role
Experience developing responsive websites utilizing Bootstrap / Foundation	Experience
Experience developing and integrating web services and API’s	Experience
"Experience with jQuery, AJAX, JSON, XML"	Experience
"Bachelor’s degree in Computer Science or similar, advanced degree nice to have"	Education
"Experience with relational and non-relational (MongoDB, CouchDB, Cassandra, etc.)"	Experience
Experience developing hybrid applications with Ionic & Cordova	Experience
Experience building single page web applications with Angular	Experience
Experience with Flash and/ or Flex is a plus	Experience
Experience with tagging for data-rich analytics & marketing integration	Experience
"DEFINITION 6 is a nimble full-service agency with 20 years of experience across multiple disciplines including marketing strategy, visual design, user experience, technology development, video concepting / filming / post-production, media and digital PR, social storytelling and more."	About_Company
"We are partnering with world class hospitals in the Boston area to turn cutting-edge medical research into usable, meaningful products."	Benefits
Keep abreast of relevant and new technologies in the medical imaging field	Responsibility
Minimum Bachelor’s Degree in Computer Science or related discipline required	Education
Experience with development of GUI is a plus	Experience
Experience developing medical or other safety-critical products is preferred	Experience
Experience of software architecture design and development is preferred	Experience
Experience with CUDA or OpenCV is a plus	Experience
"Experience with OpenGL, GPU/CUDA coding is preferred"	Experience
Experience designing and managing complex systems and control systems of hardware	Experience
Experience and understanding of hardware control electronics is preferred	Experience
Experience in intellectual property development is a plus	Experience
"Administer, customize and configure Salesforce features including but not limited to Profiles, Roles, Users, Page Layouts, Workflows, Reports, Dashboards, Objects, Fields, Record Types, Validation Rules, etc."	Responsibility
"Bachelor’s degree in Computer Science, Computer Information Systems or similar is preferred"	Education
Experience with agile development and methodologies	Experience
"Experience with middleware i.e. (Jitterbit, Dell Boomi, etc.) preferred"	Experience
Experience integrating Salesforce with 3rd party applications not available in app exchange preferred	Experience
Travel required (10%)	Location_Travel
"Job Location: Boston, MA"	Location_Travel
Bachelor's degree preferred.	Education
Experience in clinical systems development in a healthcare environment.	Experience
"Experience with HTML, XML, and Javascript"	Experience
Experience with .NET and AngularJS	Experience
We have a national logistic supply chain to run and are looking for dedicated engineers to help reimagine our systems from the ground up.	Position_Role
"All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other basis protected by federal, state, or local law."	EOE
ASAP is seeking a Senior Java Developer with significant hands-on experience using diverse Agile / Iterative methodologies.	Position_Role
Master’s degree in Computer Science or a related field and 5 years of experience; or Bachelor’s degree in CS or a related field and 7 years of experience.	Or_Edu_Exp
Experience with Python coding	Experience
"We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, or other applicable legally protected characteristics."	EOE
RETAIN A GOVERNMENT CLEARANCE at the level to perform the duties of the position	Authorization_Clearance
"Strong preference for active Top-Secret/SCI government security clearance, AND ability to obtain additional clearance(s) as needed at the level to perform the job"	Authorization_Clearance
"Experience with test automation, issue tracking, traffic generation, and other testing tools"	Experience
"Experience with Linux, embedded system and various real-time operating systems"	Experience
Minimum Education:	Education
"BA in Computer Science, Computer Engineering or related discipline."	Education
We’re seeking a Senior software engineer with a proven track record of building great online (web and mobile) products for the Global Buying Hub team.	Position_Role
"Experience with e-commerce systems a strong plus MS in Computer Science or comparable field, or comparable (in scope and complexity) work experience."	Experience
"Experience in Java, Spring Framework, Restful services, web technologies and databases (Relational/NoSQL)."	Experience
Experience in Node.	Experience
"Experience with a framework such as Angular, React, etc."	Experience
"Experience with Spring framework (MVC, Springboot, etc)"	Experience
Experience with REST services	Experience
Bachelor’s Degree or equivalent amount of work experience	Or_Edu_Exp
"However, given the nature of our business and our need to serve clients, our employees must be able to travel when needed."	Location_Travel
This role requires 100% flexibility to travel and work onsite with clients (typically Monday through Thursday).	Location_Travel
"Experience in iOS development, UIKit, Storyboarding, Core Data, Apple Push notification, ExternalAccessory,"	Experience
"Bachelors degree in Computer Science or equivalent field plus 5-7 years software development experience or Masters degree plus 4-6 years software development experience, or equivalent"	Or_Edu_Exp
Barings’ Global Investment Services group is seeking an Intern to join its Global Business Development Technology Team.	Position_Role
Experience working with modern PHP frameworks like Laravel	Experience
"Experience with HTML/HTML5, CSS, Javascript, jQuery"	Experience
Experience working with mySQL and understanding of data structure	Experience
Experience with GitHub	Experience
Working towards a Bachelor’s Degree with a focus on computer science	Education
Experience working in environments that require strict adherence to change control policies	Experience
Experience with content management systems (CMS)	Experience
Experience with REST API	Experience
Experience with modern DevOps frameworks	Experience
Experience with Apache HTTP Server	Experience
Barings is an Equal Employment Opportunity employer; Minority/Female/Age/Sexual Orientation/Gender Identity/Individual with Disability/Protected Veteran.	EOE
"Experience processing data with SQL, building ETLs and data pipelines, and deploying them into production."	Experience
"We offer generous medical, dental, and vision insurance"	Benefits
You’ll get flexible PTO	Benefits
and we mean legitimately flexible PTO.	Benefits
"We sponsor bi-weekly catered lunches with really cool speakers (like the founders of Birchbox, CityRow, and Percolate)."	Benefits
Experience in working with both OLTP (Postgres/Mysql) and MPP OLAP (Redshift/Vertica/Snowflake) databases.	Experience
"Experience working with data scientists, feature engineering, or building machine learning models."	Experience
Experience working with cloud infrastructure.	Experience
Experience working with distributed systems.	Experience
Bachelor’s Degree in Computer Science or a related field	Education
Experience releasing highly scalable products	Experience
Experience implementing and consuming large scale web services	Experience
We are looking for talented software development engineers who can contribute to our world-class engineering culture.	Position_Role
"We embrace the challenges of a fast-paced market and evolving technologies, paving the way to universal availability of video and pushing the envelope for streaming quality."	About_Company
Graduate degree in a related technical field	Education
"Experience with critical, 24x7 systems"	Experience
"Experience with high throughput, multi-threaded systems"	Experience
Experience with AWS services highly desirable	Experience
U.S. Citizen or Authorized to work/reside in the United States.	Authorization_Clearance
"Experience with JIRA, Test Rail and Bitbucket."	Experience
"Bachelor’s degree in Computer Science, Business or related field."	Education
Health benefits (Medical/Dental)	Benefits
Epic Games is looking for an Ecommerce QA Analyst.	Position_Role
Experience with defect tracking software (JIRA)	Experience
"Bachelor's Degree in Information Technology, Business Administration or related field required."	Education
Experience in managing and conducting conversion activities preferred.	Experience
"Experience in developing functional specifications and writing test scripts, required."	Experience
"Experience with PeopleSoft HRMS including Tools, Application Designer and SQR."	Experience
Experience with HCM (Human Capital Management) application configuration highly preferred.	Experience
Requires Master’s (or foreign educ.	Education
"Degree in Management Information Systems, Computer Information or Computer Science and three (3) yrs."	Education
experience in the Job Offered or related occupation.	Experience
"Alternatively, will accept Bachelor’s (or foreign educ."	Education
"Degree in Management Information Systems, Computer Information or Computer Science and"	Education
"(post-degree, progressive) exp."	Or_Edu_Exp
"Experience must have included completion of two full project life cycle implementing software solutions that enable electric utility companies to participate in California ISO Market (CAISO) by making use of Power Costs Inc. (PCI) Software to integrate software systems at the utilities with those at CAISO; Use of PCI GenPortal API to develop data interfaces to pull in data into PCI via web services and flat files, configure custom screens in PCI web application for users to be able to view that data and build reports and export data out of PCI; Configuring asset portfolio optimization models for unit commitment and economic dispatch using PCI GenTrader software based on objectives provided by users including serve load only, load and market based and short and long term; Automating the process of generating bids, creating base schedules, submitting the data to CAISO market and retrieving market results using PCI GenManager software; and Providing technical customer support on PCI software issues and providing technical consultation services related to CAISO Energy Imbalance Market (EIM)."	Experience
Completed Bachelor's degree in Computer Science or equivalent years of experience	Or_Edu_Exp
Experience with Kotlin/Java and other associated tools like Android Studio	Experience
"Experience in utilizing Mobile design patterns, building mobile frameworks/SDKs, building custom UX widgets and optimizing apps for performance and battery"	Experience
"Our client, a multinational software and services corporation in Redmond, is looking for an onsite Frontend Web Developer to create and update marketing content on a public facing website."	Position_Role
"Experience working cross-functionally with marketing, product management / content management and graphic designers."	Experience
Experience with JSON data structures	Experience
Experience with Microsoft proprietary Content Management Systems	Experience
"We’re looking for an exceptional, experienced Software Engineer, Front-End to create, contribute to, and lead the Growth team"	Position_Role
Experience with performance analysis of front-end applications	Experience
"Healthcare, 401K, communication coaching, and great coworkers!"	Benefits
The IP/Optical Networks Division - Service Router group is looking for a Software Quality Assurance Engineer.	Position_Role
"Experience of testing routing protocols (OSPF, ISIS, BGP4) and/or signaling protocols (MPLS, RSVP, LDP)"	Experience
"We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class."	EOE
Bachelors/Masters in Computer Science or related field	Education
We are looking for a Senior Principal Technical Architect with +15 years of infrastructure architect experience to lead and grow this team and help drive a cultural change around cloud.	Position_Role
"We are also looking for two Principal Technical Architects with +10 years, and two Senior Technical Architects with +5 years of infrastructure, cloud, and security architecture experience to join this team."	Position_Role
Presentation skills with a high degree of comfort with both large and small audiences	Soft_Skills
"Technical degree; with computer science, math, or engineering highly desired"	Education
Experience with grocery or retail in either technology or business operations	Experience
"Experience with enterprise architecture or data modelling toolsets like Casewise, Troux, or CA/Erwin"	Experience
"Experience with technical writing, design spec documentation, requirement traceability, risk/issue management or tracking"	Experience
Experience migrating or transforming legacy solutions to the cloud	Experience
"At Whole Foods Market, we provide a fair and equal employment opportunity for all Team Members and candidates regardless of race, color, religion, national origin, gender, pregnancy, sexual orientation, gender identity/expression, age, marital status, disability, or any other legally protected characteristic."	EOE
"Software Goldsmith, Inc. is seeking Software Quality Assurance Engineers & Testers in Wake County, NC to develop and execute test cases for T-Mobile, Verizon, and AT&T application areas."	Position_Role
"Minimum requirements: Master's degree in Computer Science, Software Engineering, Electronics Engineering, Computer Information Systems or any related Engineering or IT degree that provided the required knowledge and abilities, plus at least one (1) year of experience in the job offered or in any related position that provided the required skills and abilities."	Or_Edu_Exp
"Experience with Software Applications testing, protocol testing, Web UI testing."	Experience
"Experience with Software Applications testing, protocol testing, Web UI testing"	Experience
"Any suitable combination of education, training or experience is acceptable."	Or_Edu_Exp
Travel will also be required up to 30% of the time for 1-2 weeks continuously at a time.	Location_Travel
"We are looking for an exceptional Full Stack Developer to work with our cross-functional team, and join our world-class community of talented experts."	Position_Role
"Experience in building dashboards like Software / Hardware health dahsboard, business data dahboards like sales reporting."	Experience
Experience in Big Data	Experience
Relocation opportunities	Benefits
"CGI is looking for Java Developers in the Herndon, VA area to join our team in providing world class applications for the financial services industry."	Position_Role
"We offer a competitive total compensation package that includes medical, dental, vision, 401k, paid vacation, and much more – and all CGI benefits begin on your first day of employment!"	Benefits
"Experience with Databases (Oracle, SQL)."	Experience
"Experience with the following web technologies: XML, SPML/SOAP, Web and Application Servers, HTML."	Experience
"Experience in test automation tools like Selenium, cucumber is a plus"	Experience
Experience setting up and installing software on both Windows and Linux platforms.	Experience
"Bachelor degree in Computer Science, Information Systems or related field"	Education
"We're looking for experienced Full Stack Software Engineer that are excited about the opportunity to build a new suite of applications on AWS, for AWS!"	Position_Role
"If you’ve worked at a startup or similar face-paced environment, you're excited to work modern tools that address complex business problems, you have excellent computer science skills (OO, Algorithms, Data Structures, Design Patterns, etc.), and you're looking for experience as a full stack SDE, this job is for you!"	Position_Role
"Experience using AWS services like EC2, S3, Dynamo DB, RDS, Elasticsearch, Lambda and API Gateway"	Experience
Experience working with Content Management Systems and/or Document Management System	Experience
Experience with relational and NoSQL databases	Experience
"Bachelor’s degree in Computer Science, a related field, or equivalent work experience"	Or_Edu_Exp
"Experience with web technologies (HTML, HTTP, CSS, JavaScript, JSON) and modern web frameworks"	Experience
"Experience coding in a front-end JavaScript framework: Ember.js, Angular, React"	Experience
Experience developing RESTful web services Java restful web services	Experience
"Experience in relational DB table design, implementation, and tuning (pl/SQL, ETL, etc)"	Experience
"Experience in database integration, especially ORM tools (Hibernate, JPA, etc)"	Experience
Experience with continuous integration and testing	Experience
Experience with agile methodologies and short release cycles	Experience
Experience with cloud technologies (AWS)	Experience
Experience working on a SAAS Product in a commercial environment	Experience
"Experience in digital media, online advertising, or reporting/analytical applications"	Experience
Experience with large scale SQL databases is a strong plus	Experience
Experience building a production web application in Ruby on Rails	Experience
"Experience with Javascript, HTML, and CSS, and responsive design"	Experience
Experience with SQL databases	Experience
Experience with test-driven development	Experience
"Experience working in e-commerce businesses, especially using A/B testing and search engine optimization"	Experience
Experience with agile development principles	Experience
Experience integrating 3rd-party APIs	Experience
Top notch BCBS Health Insurance	Benefits
401(k) program with company match	Benefits
Unlimited snacks & Weekly team lunches	Benefits
"Inventables provides equal employment opportunities to all employees and applicants, and prohibits discrimination of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws."	EOE
Experience: 8+ Years	Experience
"BS/MS degree in Computer Science, Engineering or a related subject"	Education
Experience in the Spring Framework	Experience
"Experience in developing web applications using at least one popular web framework (JSF, Wicket, GWT, Spring MVC)"	Experience
Experience developing and cultivating professional relationships	Experience
Experience operating effectively in a geographically dispersed organization	Experience
Experience with DNS Firewall concepts and practical applications	Experience
Experience collaborating with offshore team members during regular and off-hours as needed	Experience
Ability to travel up to 20% of the time	Location_Travel
Experience with Selenium a plus	Experience
Eagle Harbor Solutions (EHS) is looking for an experienced and self-motivated individual to perform the duties of a Front-End Developer.	Position_Role
"We offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401K with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more."	Benefits
Experience and understanding of NARA compliant applications;	Experience
"Alternatively, 1 to 2 years specialized experience with a Master’s"	Or_Edu_Exp
Alternatively 3 to 5 years of specialized experience with a Master’s or above	Or_Edu_Exp
Experience with SQL code and backend development	Experience
"Experience working Agile, SCRUM and Waterfall project lifecycle; and"	Experience
"The company shall not discriminate against any employee or applicant because of race, color, religion, creed, sex, sexual orientation, gender or gender identity (except where gender is a bona fide occupational qualification), national origin, age, disability, military/veteran status, marital status, genetic information or any other factor protected by law."	EOE
ADP is seeking a Lead UI Developer.	Position_Role
"Bachelor degree in computer science, information technology or related field, or combination of equivalent education and experience."	Or_Edu_Exp
Experience with HTML5 & CSS3	Experience
Experience with agile / waterfall methodologies.	Experience
Experience interfacing with Restful APIs	Experience
Experience with behavior-driven testing frameworks like Cucumber and integration-testing frameworks like Selenium and SoapUI	Experience
"Experience in SCRUM, Jira, GitHub, Jenkins"	Experience
"Consistently named one of the 'Most Admired Companies' by FORTUNE® Magazine, and recognized by DiversityInc® as one of the 'Top 50 Companies for Diversity,' ADP works with more than 740,000 organizations across the globe to help their people work smarter, embrace new challenges, and unleash their talent."	About_Company
"ADP is committed to equal employment opportunities regardless of race, color, genetic information, creed, religion, sex, sexual orientation, gender identity, lawful alien status, national origin, age, marital status, or protected veteran status."	EOE
"We have been awarded an exciting task, Cloud based development using modern Java open-source technologies, and are seeking a Junior Java Developer to join our team in Alexandria, VA."	Position_Role
"Experience using spring framework (MVC, Boot, Data, JMS, and Integration) for application development."	Experience
US Citizenship	Authorization_Clearance
Ability to maintain Customs and Border Protection Public Trust Suitability (program will sponsor)	Authorization_Clearance
"Bechtel is seeking a talented, energetic, ambitious Full Stack Developer who wants to join our software development team in Reston, VA."	Position_Role
"Bachelor’s degree in Computer Science, Computer Engineering, CIS, MIS or related technical field of study"	Education
"Experience with relational, graph, NoSQL, triple store databases types"	Experience
Experience with 3D and GIS data types	Experience
"Experience with Autodesk Forge, FME, Synchro 4D, Autodesk Assemble, Bentley iModel"	Experience
"Experience with ISO 15926, CFiHOS, COBie, iFC standards"	Experience
"Experience with Oracle, MongoDB, SQL Server, MySQL, Neo4j, Oracle Spatial, SQLite"	Experience
"Location: salt lake city,UT"	Location_Travel
Experience with .NET Core 2.x	Experience
Experience with Agile/Scrum	Experience
"Experience with electronic test management tools to manage authoring and execution of test plans, test suites and test cases."	Experience
Experience with Ionic or Angular applications a plus.	Experience
Experience testing hybrid mobile applications.	Experience
"BS/MS degree in Computer Science, Engineering or equivalent experience"	Or_Edu_Exp
"Experience in writing clear, concise and comprehensive test plans and test cases"	Experience
"Experience with API, performance, and/or security testing is a plus"	Experience
"We operate in a fun, casual work environment and have great benefits including: competitive salary, bonuses, generous vacation time, big fitness incentives, and medical/dental/vision insurance."	Benefits
"We're looking for a motivated self-starter who is eager to learn from other team members, contribute their knowledge to the education of other testers, and are willing to tackle new challenges and contribute to the overall quality of the completed software delivery."	Soft_Skills
"Experienced in one or more basic testing competencies (UI/UX verification, data validation via SQL, Web services, SOAP/REST API services, back-end architecture)."	Experience
"Bachelor’s Degree, preferably in Computer Science, Engineering or Science / Technology-based disciplines"	Education
Experience with Agile story point estimation and Scrum Master techniques is a strong plus.	Experience
"Contribute architectural input to and write greenfield code, or rewrite and refactor existing code (depending on your mission during a given Sprint);"	Responsibility
"Experience developing against MS SQL data layer, and comfortable enough with SQL to do more than simple selects from tables;"	Experience
"Experience participating in a collaborative, Agile development team;"	Experience
Bachelors Degree in Computer Science field of study or equivalent;	Education
Experience with XML;	Experience
Experience with continuous integration and source control tools like GIT or SubVersion;	Experience
"Full Visibility is seeking a Java Full Stack Developer to work in Washington, DC."	Position_Role
Candidates must have an active Top-Secret clearance.	Authorization_Clearance
"We are looking for a Senior Software Engineer in Test who can create innovative automation solutions to measure the quality of Avigilon’s software, products and devices."	Position_Role
Experience with distributed version control systems such as Git/GitHub	Experience
"Experience with the Atlassian tool set (Bamboo, Jira, Bitbucket)"	Experience
"Experience in automating code deployment in Microsoft Azure/AWS with other cloud providers such as Amazon Web Services, Google Cloud, VMWare and OpenStack"	Experience
"As a full-time employee of Avigilon, you are eligible to receive a comprehensive benefits package which includes a competitive salary with full benefits including extended health, dental, vision, paid vacation and holidays, 401K, ESPP, eligible to participate in TechTalks, Hackathons, community service activities, etc."	Benefits
"Education, Experience or Certifications:"	Or_Edu_Exp
"Minimum requirements include vocational training, apprenticeships or the equivalent experience in related field."	Or_Edu_Exp
Degree or coursework in a relevant computer-related field preferred.	Education
Minimum requirements include knowledge and skills developed through 2-5 years of work experience in a related job discipline.	Experience
"Experience with troubleshooting hardware and software problems, preferably in an academic or decentralized corporate environment."	Experience
Experience with various computer related technologies.	Experience
3Diligent is seeking an experienced full stack engineer to spearhead building our next gen platform.	Position_Role
Experience building sites with scalable two-sided business models is a must.	Experience
Experience with Computer Aided Design and rendering software is a bonus.	Experience
"Experience integrating applications into ERP, PLM, and CAD systems also a plus."	Experience
Experience integrating computer learning models in conjunction with data scientists/algorithm engineers also a major plus.	Experience
Experience with AI/computer learning a plus	Experience
Experience building web applications using Java Spring Boot	Experience
Experience with UI frameworks such as Bootstrap	Experience
Information Technology Services is seeking a talented Business Analyst for Academic Technologies	Position_Role
"The ITS vision aligns strategy, business, and services; affirms ITS cultural values; empowers cross-functional teamwork; embraces world-class best practices; and promotes innovation, excellence, agility, and efficiency."	About_Company
"Bachelor’s degree in a relevant field such as business administration, computer science, computer information systems, etc., or equivalent combination of education, training, and experience."	Or_Edu_Exp
"Two years of experience in one of the following fields: information technology, product design, or business analysis."	Experience
"Experience designing business functions for applications such as student information systems, learning management systems, or other similar enterprise software applications in a higher education or federated environment."	Experience
Experience conducting or facilitating requirement gathering interviews or sessions.	Experience
Experience supporting the development of test strategies and plans using widely accepted test methodologies or frameworks.	Experience
"Experience utilizing analytics tools to measure success, present opportunities, and support decision-making."	Experience
Experience working with and across functional groups.	Experience
"Bachelor’s degree in a relevant field such as business administration, computer science, computer information systems, etc."	Education
"Four or more years of experience in one of the following fields: information technology, product design, or business analysis."	Experience
Experience with UniVerse.	Experience
"BS in Information Systems, Computer Science, Other Technology related fields or foreign academic equivalent."	Education
Experience in managing multiple projects concurrently and drive delivery and execution with a customer driven mindset.	Experience
Experience with project management methodologies in order to create and maintain timelines	Experience
Experience with CTI integrations a plus.	Experience
Experience working on cross-functional team projects.	Experience
"Experience working with agile methodologies, systems implementation practice, management consulting firm, or fast-growing startup environment is a plus."	Experience
Free healthy snacks	Benefits
"Experience with open source CMS systems such as Joomla, Drupal, Typo3 and development of WordPress blogs."	Experience
Health and Dental insurance	Benefits
401(k) retirement plan with company matching contribution	Benefits
Paid vacation and holidays	Benefits
Accidental death insurance	Benefits
"We serve over 200,000 business locations today."	About_Company
"Mastery of reactive MVC/MVVM frameworks (e.g. ExtJS, AngularJS, VueJS, ReactJS)"	Skill_Knowledge
"Boomtown manages a field force of over 1,000 certified and trained technicians to provide onsite installation and support services for merchant technologies."	About_Company
"The Company offers equity participation in an early-stage, high growth technology company, competitive health/dental/vision benefits, and bonuses for excellent performance."	Benefits
"Bachelor’s degree or U.S. equivalent in Computer Science, Computer Engineering, Software Engineering, Electrical Engineering, Electronic Engineering, Mathematics, or related field, plus 3 years of professional experience using core technologies and methodologies (including Java, Scala, Spark, JMS, Kafka, Continuous Integration/Delivery, SOA Principals, MapReduce, Hadoop, Developing Data Products at scale, and Test Driven Development principals) to conduct the full lifecycle of computer programming (including building, maintaining, and testing of source code of computer programs.)"	Or_Edu_Exp
401k (6% match)	Benefits
"Benefits vary based on position, tenure, location, and employee election"	Benefits
"This policy includes our commitment to ensure that all employment decisions are made without regard to race, color, religion, gender, national origin, disability, pregnancy, veteran status (including Vietnam era veterans), age, sexual orientation, gender identity, or any other non-job-related characteristic protected by law."	EOE
Must be US Citizen with ability to obtain public trust clearance	Authorization_Clearance
"Looking for Software Developer with strong systems, software, cloud, and Agile experience to support a complex program to provide Agile development and operations and maintenance for critical systems in support of DHS Citizenship and Immigration Services."	Position_Role
U.S. Citizen	Authorization_Clearance
"Must have the ability to obtain a Public Trust clearance, at minimum"	Authorization_Clearance
Experience supporting Agile projects for the Department of Homeland Security (DHS)	Experience
EDUCATION & EXPERIENCE: Typically requires BS degree and 8 - 12 years of prior relevant experience or Masters with 6 - 10 years of prior relevant experience.	Or_Edu_Exp
Education & Experience:	Or_Edu_Exp
"Bachelor’s Degree in Computer Science, Mathematics, Engineering or related field"	Education
Experience with design and implementation of enterprise-level application and integration architectures using a RESTful approach	Experience
"Full Benefit Package (Medical, Dental & Vision) that begins your first day"	Benefits
"401k plan with company match, Profit Sharing & Retirement Savings Contribution"	Benefits
